session_id,session_position,session_length,track_id_clean,skip_1,skip_2,skip_3,not_skipped,context_switch,no_pause_before_play,short_pause_before_play,long_pause_before_play,hist_user_behavior_n_seekfwd,hist_user_behavior_n_seekback,hist_user_behavior_is_shuffle,hour_of_day,date,premium,context_type,hist_user_behavior_reason_start,hist_user_behavior_reason_end
60_faf586b5-2680-4073-8ff1-b233b9ba29bd,1,19,t_af219493-db52-4b18-9cb0-07a741c6e837,false,false,true,false,0,0,0,0,0,0,true,12,2018-09-13,true,catalog,fwdbtn,fwdbtn
60_faf586b5-2680-4073-8ff1-b233b9ba29bd,2,19,t_08956eb4-dd97-4ff7-a59c-0eb0e4f4863a,true,true,true,false,0,1,0,0,0,0,true,12,2018-09-13,true,catalog,fwdbtn,fwdbtn
60_faf586b5-2680-4073-8ff1-b233b9ba29bd,3,19,t_1d286788-080c-45f2-a205-0e51433d81e0,false,true,true,false,0,1,0,0,0,0,true,12,2018-09-13,true,catalog,fwdbtn,fwdbtn
60_faf586b5-2680-4073-8ff1-b233b9ba29bd,4,19,t_2a391029-0f99-4914-ac21-bd997e32bc72,true,true,true,false,0,1,0,0,0,0,true,12,2018-09-13,true,catalog,fwdbtn,fwdbtn
60_faf586b5-2680-4073-8ff1-b233b9ba29bd,5,19,t_ef691f8a-a100-48e1-8231-44604ea7e048,true,true,true,false,0,1,0,0,0,0,true,12,2018-09-13,true,catalog,fwdbtn,fwdbtn
60_faf586b5-2680-4073-8ff1-b233b9ba29bd,6,19,t_b5b75a30-ab64-4e87-ad11-68e65f7b3641,false,false,true,false,0,1,0,0,0,0,true,12,2018-09-13,true,catalog,fwdbtn,fwdbtn
60_faf586b5-2680-4073-8ff1-b233b9ba29bd,7,19,t_9d067f6e-b386-4701-afca-15da0c00ef26,true,true,true,false,0,1,0,0,0,0,true,12,2018-09-13,true,catalog,fwdbtn,fwdbtn
60_faf586b5-2680-4073-8ff1-b233b9ba29bd,8,19,t_00cd698a-ef6d-41ec-b879-427404d436ba,false,false,false,true,0,1,0,0,0,0,true,12,2018-09-13,true,catalog,fwdbtn,trackdone
60_faf586b5-2680-4073-8ff1-b233b9ba29bd,9,19,t_a5c59ff3-7020-470d-82e8-c74e7851c88a,false,false,true,false,0,0,1,1,0,1,true,12,2018-09-13,true,catalog,trackdone,backbtn
60_faf586b5-2680-4073-8ff1-b233b9ba29bd,10,19,t_00cd698a-ef6d-41ec-b879-427404d436ba,true,true,true,false,0,1,0,0,0,0,true,12,2018-09-13,true,catalog,backbtn,backbtn
60_faf586b5-2680-4073-8ff1-b233b9ba29bd,11,19,t_9d067f6e-b386-4701-afca-15da0c00ef26,true,true,true,false,0,1,0,0,0,0,true,12,2018-09-13,true,catalog,backbtn,backbtn
60_faf586b5-2680-4073-8ff1-b233b9ba29bd,12,19,t_b5b75a30-ab64-4e87-ad11-68e65f7b3641,true,true,true,false,0,1,0,0,0,0,true,12,2018-09-13,true,catalog,backbtn,backbtn
60_faf586b5-2680-4073-8ff1-b233b9ba29bd,13,19,t_ef691f8a-a100-48e1-8231-44604ea7e048,true,true,true,false,0,1,0,0,0,0,true,12,2018-09-13,true,catalog,backbtn,backbtn
60_faf586b5-2680-4073-8ff1-b233b9ba29bd,14,19,t_2a391029-0f99-4914-ac21-bd997e32bc72,true,true,true,false,0,1,0,0,0,0,true,12,2018-09-13,true,catalog,backbtn,backbtn
60_faf586b5-2680-4073-8ff1-b233b9ba29bd,15,19,t_1d286788-080c-45f2-a205-0e51433d81e0,true,true,true,false,0,1,0,0,0,0,true,12,2018-09-13,true,catalog,backbtn,backbtn
60_faf586b5-2680-4073-8ff1-b233b9ba29bd,16,19,t_08956eb4-dd97-4ff7-a59c-0eb0e4f4863a,true,true,true,false,0,1,0,0,0,0,true,12,2018-09-13,true,catalog,backbtn,backbtn
60_faf586b5-2680-4073-8ff1-b233b9ba29bd,17,19,t_af219493-db52-4b18-9cb0-07a741c6e837,true,true,true,false,0,1,0,0,0,0,true,12,2018-09-13,true,catalog,backbtn,backbtn
60_faf586b5-2680-4073-8ff1-b233b9ba29bd,18,19,t_165d9554-cf6d-4513-b63d-7d3a5e289713,true,true,true,false,0,1,0,0,0,0,true,12,2018-09-13,true,catalog,backbtn,backbtn
60_faf586b5-2680-4073-8ff1-b233b9ba29bd,19,19,t_f97d40ef-3af4-4ce0-9ef4-c4d4bea75438,true,true,true,false,0,0,1,1,0,0,true,12,2018-09-13,true,catalog,backbtn,backbtn
15_f92a0c8d-ac4c-465a-b5e1-ddaae6ffdc60,1,20,t_5113ee03-f5d1-426b-97bb-dae51e396395,true,true,true,false,0,0,0,0,0,0,false,16,2018-07-30,false,user_collection,backbtn,backbtn
15_f92a0c8d-ac4c-465a-b5e1-ddaae6ffdc60,2,20,t_8e21190a-2446-444d-862c-5d8075f8fd23,true,true,true,false,0,1,0,0,0,0,false,16,2018-07-30,false,user_collection,backbtn,backbtn
15_f92a0c8d-ac4c-465a-b5e1-ddaae6ffdc60,3,20,t_e57c8167-4971-43e9-bf4e-e23c9137f3b7,true,true,true,false,0,1,0,0,0,0,false,16,2018-07-30,false,user_collection,backbtn,backbtn
15_f92a0c8d-ac4c-465a-b5e1-ddaae6ffdc60,4,20,t_657a270a-3bd3-43be-bcd0-3147c31ce7f5,true,true,true,false,0,1,0,0,0,0,false,16,2018-07-30,false,user_collection,backbtn,backbtn
15_f92a0c8d-ac4c-465a-b5e1-ddaae6ffdc60,5,20,t_c1b8d9ab-eb35-42fd-9596-5c459ba5c781,true,true,true,false,0,0,1,1,0,0,false,16,2018-07-30,false,user_collection,backbtn,backbtn
15_f92a0c8d-ac4c-465a-b5e1-ddaae6ffdc60,6,20,t_53e38057-de94-4b47-bdca-fa4d6402643e,true,true,true,false,0,1,0,0,0,0,false,16,2018-07-30,false,user_collection,backbtn,backbtn
15_f92a0c8d-ac4c-465a-b5e1-ddaae6ffdc60,7,20,t_b2421207-524e-45b6-9071-d5c9cbe79fea,true,true,true,false,0,1,0,0,0,0,false,16,2018-07-30,false,user_collection,backbtn,backbtn
15_f92a0c8d-ac4c-465a-b5e1-ddaae6ffdc60,8,20,t_0de5bab3-c5f6-48f2-873e-a3e0f58ce116,true,true,true,false,0,1,0,0,0,0,false,16,2018-07-30,false,user_collection,backbtn,backbtn
15_f92a0c8d-ac4c-465a-b5e1-ddaae6ffdc60,9,20,t_7a53085f-dda0-4f2f-8fdc-9debc28d1922,true,true,true,false,0,1,0,0,0,0,false,16,2018-07-30,false,user_collection,backbtn,backbtn
15_f92a0c8d-ac4c-465a-b5e1-ddaae6ffdc60,10,20,t_9c62862d-d749-4461-aa32-cf4c0546ac54,true,true,true,false,0,0,1,1,0,0,false,16,2018-07-30,false,user_collection,backbtn,backbtn
15_f92a0c8d-ac4c-465a-b5e1-ddaae6ffdc60,11,20,t_34ba8c5c-239b-4e04-807e-69da69a6706c,true,true,true,false,0,1,0,0,0,0,false,16,2018-07-30,false,user_collection,backbtn,backbtn
15_f92a0c8d-ac4c-465a-b5e1-ddaae6ffdc60,12,20,t_8f32a395-05d4-4196-8aba-44ec0430dc2e,false,false,false,true,0,1,0,0,0,0,false,16,2018-07-30,false,user_collection,backbtn,trackdone
15_f92a0c8d-ac4c-465a-b5e1-ddaae6ffdc60,13,20,t_8f32a395-05d4-4196-8aba-44ec0430dc2e,false,false,false,true,0,1,0,0,0,0,false,16,2018-07-30,false,user_collection,trackdone,trackdone
15_f92a0c8d-ac4c-465a-b5e1-ddaae6ffdc60,14,20,t_8f32a395-05d4-4196-8aba-44ec0430dc2e,false,false,false,true,0,0,1,1,0,0,false,16,2018-07-30,false,user_collection,trackdone,trackdone
15_f92a0c8d-ac4c-465a-b5e1-ddaae6ffdc60,15,20,t_8f32a395-05d4-4196-8aba-44ec0430dc2e,false,false,true,false,0,0,0,1,0,0,false,16,2018-07-30,false,user_collection,trackdone,endplay
15_f92a0c8d-ac4c-465a-b5e1-ddaae6ffdc60,16,20,t_4755ddd1-f2a1-4dfa-bbd4-59dc15de6bbe,false,false,false,true,1,1,0,0,0,0,false,16,2018-07-30,false,user_collection,clickrow,trackdone
15_f92a0c8d-ac4c-465a-b5e1-ddaae6ffdc60,17,20,t_4755ddd1-f2a1-4dfa-bbd4-59dc15de6bbe,false,false,false,true,0,0,0,1,0,0,false,16,2018-07-30,false,user_collection,trackdone,trackdone
15_f92a0c8d-ac4c-465a-b5e1-ddaae6ffdc60,18,20,t_4755ddd1-f2a1-4dfa-bbd4-59dc15de6bbe,false,false,false,true,0,1,0,0,0,0,false,16,2018-07-30,false,user_collection,trackdone,trackdone
15_f92a0c8d-ac4c-465a-b5e1-ddaae6ffdc60,19,20,t_4755ddd1-f2a1-4dfa-bbd4-59dc15de6bbe,false,false,false,true,0,1,0,0,0,0,false,16,2018-07-30,false,user_collection,trackdone,trackdone
15_f92a0c8d-ac4c-465a-b5e1-ddaae6ffdc60,20,20,t_4755ddd1-f2a1-4dfa-bbd4-59dc15de6bbe,false,false,false,true,0,1,0,0,0,0,false,16,2018-07-30,false,user_collection,trackdone,trackdone
15_fb1d17ed-f931-4344-aea1-a9b9a4cb16d4,1,13,t_a7bc803e-4046-49a7-8f69-647e594ceaac,false,false,true,false,0,0,0,0,0,0,false,13,2018-07-29,true,user_collection,trackdone,endplay
15_fb1d17ed-f931-4344-aea1-a9b9a4cb16d4,2,13,t_2d4c54a0-6451-4630-bc9e-47ac6113cd59,false,false,false,true,0,1,0,0,0,0,false,13,2018-07-29,true,user_collection,clickrow,trackdone
15_fb1d17ed-f931-4344-aea1-a9b9a4cb16d4,3,13,t_a7bc803e-4046-49a7-8f69-647e594ceaac,false,false,false,true,0,1,0,0,0,0,false,13,2018-07-29,true,user_collection,trackdone,trackdone
15_fb1d17ed-f931-4344-aea1-a9b9a4cb16d4,4,13,t_0f123593-5cb5-42ec-b4db-fb291a2e5eb9,false,false,false,true,0,1,0,0,0,0,false,13,2018-07-29,true,user_collection,trackdone,trackdone
15_fb1d17ed-f931-4344-aea1-a9b9a4cb16d4,5,13,t_12eadb90-8985-4a14-a5fd-f68e948ef8c4,false,false,false,true,0,1,0,0,0,0,false,13,2018-07-29,true,user_collection,trackdone,trackdone
