session_id,session_position,session_length,track_id_clean,skip_1,skip_2,skip_3,not_skipped,context_switch,no_pause_before_play,short_pause_before_play,long_pause_before_play,hist_user_behavior_n_seekfwd,hist_user_behavior_n_seekback,hist_user_behavior_is_shuffle,hour_of_day,date,premium,context_type,hist_user_behavior_reason_start,hist_user_behavior_reason_end
4_0561e270-58f9-45f6-bd06-bfc786ead472,1,20,t_6090b8cb-cb73-4f57-9513-2e95261c7eb5,true,true,true,false,0,0,0,0,0,0,true,7,2018-07-19,false,catalog,fwdbtn,fwdbtn
4_0561e270-58f9-45f6-bd06-bfc786ead472,2,20,t_8578af0f-7202-452a-9f42-a8c66b4cce70,false,false,false,true,0,1,0,0,0,0,true,7,2018-07-19,false,catalog,fwdbtn,trackdone
4_0561e270-58f9-45f6-bd06-bfc786ead472,3,20,t_cf345095-b23c-4782-9279-5e82f97973d7,false,false,false,true,0,0,0,1,0,0,true,7,2018-07-19,false,catalog,trackdone,trackdone
4_0561e270-58f9-45f6-bd06-bfc786ead472,4,20,t_5718ab08-3a15-4d3f-9e63-42b2f6805e31,false,false,false,true,0,1,0,0,0,0,true,7,2018-07-19,false,catalog,trackdone,trackdone
4_0561e270-58f9-45f6-bd06-bfc786ead472,5,20,t_fc0ae937-f891-4f0e-8a16-e12036129bfe,false,false,true,false,0,0,1,1,0,0,true,7,2018-07-19,false,catalog,trackdone,fwdbtn
4_0561e270-58f9-45f6-bd06-bfc786ead472,6,20,t_f8950b5c-b65b-459d-9b54-40bd0ce711f2,false,false,false,true,0,1,0,0,0,0,true,7,2018-07-19,false,catalog,fwdbtn,trackdone
4_0561e270-58f9-45f6-bd06-bfc786ead472,7,20,t_8894dd3a-449f-4347-90ee-b132f970c2d8,false,false,false,true,0,0,1,1,0,0,true,7,2018-07-19,false,catalog,trackdone,trackdone
4_0561e270-58f9-45f6-bd06-bfc786ead472,8,20,t_fb493d48-c98a-4101-8091-70d3a520d2c6,false,false,true,false,0,0,0,1,0,0,true,7,2018-07-19,false,catalog,trackdone,fwdbtn
4_0561e270-58f9-45f6-bd06-bfc786ead472,9,20,t_9a31436c-a57a-4d7a-9bbc-50f0deca33de,true,true,true,false,0,1,0,0,0,0,true,7,2018-07-19,false,catalog,fwdbtn,fwdbtn
4_0561e270-58f9-45f6-bd06-bfc786ead472,10,20,t_bacf06d3-9185-4183-84ea-ff0db51475ce,true,true,true,false,0,1,0,0,0,0,true,7,2018-07-19,false,catalog,fwdbtn,fwdbtn
4_0561e270-58f9-45f6-bd06-bfc786ead472,11,20,t_8f9f2397-334b-48ee-9120-96d9ddf32f92,false,false,false,true,0,0,0,1,0,0,true,7,2018-07-19,false,catalog,fwdbtn,trackdone
4_0561e270-58f9-45f6-bd06-bfc786ead472,12,20,t_8c4d29b1-e0bf-464c-88f7-ac19240cbba0,false,false,false,true,0,1,0,0,0,0,true,8,2018-07-19,false,catalog,trackdone,trackdone
4_0561e270-58f9-45f6-bd06-bfc786ead472,13,20,t_f5205a27-c6b0-4c4d-b45f-312798372619,false,false,false,true,0,1,0,0,0,0,true,8,2018-07-19,false,catalog,trackdone,trackdone
