session_id,session_position,session_length,track_id_clean,skip_1,skip_2,skip_3,not_skipped,context_switch,no_pause_before_play,short_pause_before_play,long_pause_before_play,hist_user_behavior_n_seekfwd,hist_user_behavior_n_seekback,hist_user_behavior_is_shuffle,hour_of_day,date,premium,context_type,hist_user_behavior_reason_start,hist_user_behavior_reason_end
50_0668137a-73be-4276-ad7e-719e4e5da4b9,1,20,t_8ef7878c-4120-40c4-b0dd-32ccff0c76c8,false,false,true,false,0,0,0,0,0,0,true,13,2018-09-03,true,user_collection,fwdbtn,fwdbtn
50_0668137a-73be-4276-ad7e-719e4e5da4b9,2,20,t_0c3ad5f1-7e98-4b79-9aee-a4930257a505,true,true,true,false,0,1,0,0,0,0,true,13,2018-09-03,true,user_collection,fwdbtn,fwdbtn
50_0668137a-73be-4276-ad7e-719e4e5da4b9,3,20,t_e08484e5-8c9c-424b-b77a-191ba81fdaba,true,true,true,false,0,1,0,0,0,0,true,13,2018-09-03,true,user_collection,fwdbtn,fwdbtn
50_0668137a-73be-4276-ad7e-719e4e5da4b9,4,20,t_5aa8baf1-290a-4b66-93e2-38aca9041f60,true,true,true,false,0,1,0,0,0,0,true,13,2018-09-03,true,user_collection,fwdbtn,fwdbtn
50_0668137a-73be-4276-ad7e-719e4e5da4b9,5,20,t_86ab0e90-72ed-49f3-857a-bd78cca74951,true,true,true,false,0,1,0,0,0,0,true,13,2018-09-03,true,user_collection,fwdbtn,fwdbtn
50_0668137a-73be-4276-ad7e-719e4e5da4b9,6,20,t_d5216514-209f-4ea2-9046-bb8efc8c7a2c,true,true,true,false,0,1,0,0,0,0,true,13,2018-09-03,true,user_collection,fwdbtn,backbtn
50_0668137a-73be-4276-ad7e-719e4e5da4b9,7,20,t_86ab0e90-72ed-49f3-857a-bd78cca74951,false,false,false,true,0,1,0,0,0,0,true,13,2018-09-03,true,user_collection,backbtn,trackdone
50_0668137a-73be-4276-ad7e-719e4e5da4b9,8,20,t_d5216514-209f-4ea2-9046-bb8efc8c7a2c,true,true,true,false,0,0,1,1,0,0,true,13,2018-09-03,true,user_collection,trackdone,fwdbtn
50_0668137a-73be-4276-ad7e-719e4e5da4b9,9,20,t_de163851-c736-4a89-9940-fbeaba2bdb61,false,true,true,false,0,1,0,0,0,0,true,13,2018-09-03,true,user_collection,fwdbtn,fwdbtn
50_0668137a-73be-4276-ad7e-719e4e5da4b9,10,20,t_7f3d7aef-fd1f-4cb1-b8bc-0dc09b03eb1e,true,true,true,false,0,1,0,0,0,0,true,13,2018-09-03,true,user_collection,fwdbtn,fwdbtn
50_0668137a-73be-4276-ad7e-719e4e5da4b9,11,20,t_464aa17e-da6f-4184-9a09-525c2216e14a,true,true,true,false,0,1,0,0,0,0,true,13,2018-09-03,true,user_collection,fwdbtn,fwdbtn
50_0668137a-73be-4276-ad7e-719e4e5da4b9,12,20,t_6c0d021e-b3d6-4c5d-bb88-ed78668e0d51,true,true,true,false,0,1,0,0,0,0,true,13,2018-09-03,true,user_collection,fwdbtn,fwdbtn
50_0668137a-73be-4276-ad7e-719e4e5da4b9,13,20,t_a75a857b-78a7-4366-b08b-5c01d152747e,true,true,true,false,0,1,0,0,0,0,true,13,2018-09-03,true,user_collection,fwdbtn,fwdbtn
50_0668137a-73be-4276-ad7e-719e4e5da4b9,14,20,t_f6180434-47dc-4639-98be-07002690d6d8,true,true,true,false,0,1,0,0,0,0,true,13,2018-09-03,true,user_collection,fwdbtn,fwdbtn
50_0668137a-73be-4276-ad7e-719e4e5da4b9,15,20,t_2bfa5ca6-7d38-427a-8898-c9c0197fba34,true,true,true,false,0,1,0,0,0,0,true,13,2018-09-03,true,user_collection,fwdbtn,fwdbtn
50_0668137a-73be-4276-ad7e-719e4e5da4b9,16,20,t_b06b6c6c-ea85-49a4-8941-abebddcd41bd,true,true,true,false,0,1,0,0,0,0,true,13,2018-09-03,true,user_collection,fwdbtn,fwdbtn
50_0668137a-73be-4276-ad7e-719e4e5da4b9,17,20,t_7159fd1f-d881-4905-98af-1e93527ad3a7,true,true,true,false,0,1,0,0,0,0,true,13,2018-09-03,true,user_collection,fwdbtn,fwdbtn
50_0668137a-73be-4276-ad7e-719e4e5da4b9,18,20,t_7ccef268-0886-4325-a1c3-a58ef3493f14,true,true,true,false,0,1,0,0,0,0,true,13,2018-09-03,true,user_collection,fwdbtn,fwdbtn
50_0668137a-73be-4276-ad7e-719e4e5da4b9,19,20,t_d47d1a30-9e9c-4641-9e5c-452e1be6bfa8,true,true,true,false,0,1,0,0,0,0,true,13,2018-09-03,true,user_collection,fwdbtn,fwdbtn
50_0668137a-73be-4276-ad7e-719e4e5da4b9,20,20,t_13d5162d-00b2-4b4d-bd21-f39c30296071,true,true,true,false,0,1,0,0,0,0,true,13,2018-09-03,true,user_collection,fwdbtn,fwdbtn
50_066a04c9-d78e-45e8-a2a9-381b8828eba9,1,10,t_91d0e6d3-6df5-44b5-97b0-74164c2221d4,true,true,true,false,0,0,0,0,0,0,true,15,2018-09-03,true,catalog,backbtn,backbtn
50_066a04c9-d78e-45e8-a2a9-381b8828eba9,2,10,t_91d0e6d3-6df5-44b5-97b0-74164c2221d4,true,true,true,false,0,1,0,0,0,0,true,15,2018-09-03,true,catalog,backbtn,fwdbtn
50_066a04c9-d78e-45e8-a2a9-381b8828eba9,3,10,t_91d0e6d3-6df5-44b5-97b0-74164c2221d4,false,false,false,false,0,1,0,0,0,1,true,15,2018-09-03,true,catalog,fwdbtn,backbtn
50_066a04c9-d78e-45e8-a2a9-381b8828eba9,4,10,t_91d0e6d3-6df5-44b5-97b0-74164c2221d4,false,false,false,true,0,1,0,0,0,0,true,15,2018-09-03,true,catalog,backbtn,trackdone
50_066a04c9-d78e-45e8-a2a9-381b8828eba9,5,10,t_91d0e6d3-6df5-44b5-97b0-74164c2221d4,false,false,false,true,0,1,0,0,0,0,true,15,2018-09-03,true,catalog,trackdone,trackdone
50_066a04c9-d78e-45e8-a2a9-381b8828eba9,6,10,t_fc92942e-7414-42d9-bbdc-590903eda935,false,false,false,false,0,1,0,0,0,0,true,15,2018-09-03,true,catalog,trackdone,fwdbtn
50_066a04c9-d78e-45e8-a2a9-381b8828eba9,7,10,t_91d0e6d3-6df5-44b5-97b0-74164c2221d4,true,true,true,false,0,0,1,1,0,0,true,15,2018-09-03,true,catalog,fwdbtn,endplay
50_066a04c9-d78e-45e8-a2a9-381b8828eba9,8,10,t_009fe911-c487-48a5-a387-5a37bcdf957b,false,false,false,true,1,1,0,0,0,0,false,15,2018-09-03,true,radio,clickrow,trackdone
50_066a04c9-d78e-45e8-a2a9-381b8828eba9,9,10,t_5f437850-1129-433d-b78e-65a0e021654d,false,false,false,true,0,1,0,0,0,0,false,15,2018-09-03,true,radio,trackdone,trackdone
50_066a04c9-d78e-45e8-a2a9-381b8828eba9,10,10,t_f97d15be-15cb-4b2a-aaa2-788295b657ab,false,false,false,true,0,1,0,0,0,0,false,15,2018-09-03,true,radio,trackdone,trackdone
50_13e56521-e135-4e2a-bf5e-bc212d206f66,1,20,t_e0170d28-5af5-4b95-9372-11a5706504b4,true,true,true,false,0,0,0,0,0,0,false,20,2018-09-02,true,user_collection,clickrow,endplay
50_13e56521-e135-4e2a-bf5e-bc212d206f66,2,20,t_872c3340-f272-48a6-85da-dd169ec92c3d,true,true,true,false,0,1,0,0,0,0,false,20,2018-09-02,true,user_collection,clickrow,endplay
50_13e56521-e135-4e2a-bf5e-bc212d206f66,3,20,t_e6366714-d2f5-475f-86bf-2b2101679d18,false,false,false,true,0,1,0,0,0,0,false,20,2018-09-02,true,user_collection,clickrow,trackdone
50_13e56521-e135-4e2a-bf5e-bc212d206f66,4,20,t_8c4d29b1-e0bf-464c-88f7-ac19240cbba0,false,false,false,true,0,1,0,0,0,0,false,20,2018-09-02,true,user_collection,trackdone,trackdone
50_13e56521-e135-4e2a-bf5e-bc212d206f66,5,20,t_bb70ec6b-749c-4ed8-81ff-fee69ef072c5,false,false,true,false,0,0,1,1,0,0,false,20,2018-09-02,true,user_collection,trackdone,endplay
50_13e56521-e135-4e2a-bf5e-bc212d206f66,6,20,t_78b908e3-62db-4021-ac90-2ed146bcea8d,true,true,true,false,0,1,0,0,0,0,false,20,2018-09-02,true,user_collection,clickrow,endplay
50_13e56521-e135-4e2a-bf5e-bc212d206f66,7,20,t_b5919770-0454-4a1f-b05f-e17dec494896,true,true,true,false,0,1,0,0,0,0,false,20,2018-09-02,true,user_collection,clickrow,endplay
50_13e56521-e135-4e2a-bf5e-bc212d206f66,8,20,t_030b8d87-4f72-4f91-82ed-d0b054be3461,false,false,false,true,0,1,0,0,0,1,false,21,2018-09-02,true,user_collection,clickrow,trackdone
50_13e56521-e135-4e2a-bf5e-bc212d206f66,9,20,t_1710fcac-4b57-4823-9c66-c93ba147af19,true,true,true,false,0,0,1,1,0,0,false,21,2018-09-02,true,user_collection,trackdone,fwdbtn
50_13e56521-e135-4e2a-bf5e-bc212d206f66,10,20,t_659874f0-a356-4492-8edd-90c9a6c92c10,false,false,true,false,0,1,0,0,0,0,false,21,2018-09-02,true,user_collection,fwdbtn,fwdbtn
50_13e56521-e135-4e2a-bf5e-bc212d206f66,11,20,t_7533e7ff-568e-448b-904e-fc0c3a9ec87e,true,true,true,false,0,1,0,0,0,0,false,21,2018-09-02,true,user_collection,fwdbtn,fwdbtn
50_13e56521-e135-4e2a-bf5e-bc212d206f66,12,20,t_b3db6567-f986-4b8f-bd7a-04057448ab3a,true,true,true,false,0,1,0,0,0,0,false,21,2018-09-02,true,user_collection,fwdbtn,fwdbtn
50_13e56521-e135-4e2a-bf5e-bc212d206f66,13,20,t_0def5003-6fbb-40be-985e-5c8a269e9133,true,true,true,false,0,1,0,0,0,0,false,21,2018-09-02,true,user_collection,fwdbtn,fwdbtn
50_13e56521-e135-4e2a-bf5e-bc212d206f66,14,20,t_c612ac36-43f0-4dff-8999-e92734ef7a79,true,true,true,false,0,1,0,0,0,0,false,21,2018-09-02,true,user_collection,fwdbtn,fwdbtn
50_13e56521-e135-4e2a-bf5e-bc212d206f66,15,20,t_561a6648-8fe2-48fc-8a74-1cf13abd2d3b,false,false,false,true,0,1,0,0,0,0,false,21,2018-09-02,true,user_collection,fwdbtn,trackdone
50_13e56521-e135-4e2a-bf5e-bc212d206f66,16,20,t_363a6e62-e476-44d0-8a4c-575c62b2e45f,false,false,true,false,0,0,1,1,0,0,false,21,2018-09-02,true,user_collection,trackdone,fwdbtn
