session_id,session_position,session_length,track_id_clean,skip_1,skip_2,skip_3,not_skipped,context_switch,no_pause_before_play,short_pause_before_play,long_pause_before_play,hist_user_behavior_n_seekfwd,hist_user_behavior_n_seekback,hist_user_behavior_is_shuffle,hour_of_day,date,premium,context_type,hist_user_behavior_reason_start,hist_user_behavior_reason_end
42_09eb18e4-eab2-4da9-a806-ed1ec10a8dc1,1,20,t_e19d31c0-e107-45fe-9afe-ab213a0682d8,false,false,false,true,0,0,0,0,0,0,false,2,2018-08-26,true,catalog,trackdone,trackdone
42_09eb18e4-eab2-4da9-a806-ed1ec10a8dc1,2,20,t_a9cb8856-34e9-41c0-9b51-cad81cdb8497,false,false,false,true,0,1,0,0,0,0,false,2,2018-08-26,true,catalog,trackdone,trackdone
42_09eb18e4-eab2-4da9-a806-ed1ec10a8dc1,3,20,t_205a6e89-5b06-4edd-a9a0-9b0908f98301,false,false,false,true,0,1,0,0,0,0,false,2,2018-08-26,true,catalog,trackdone,trackdone
42_09eb18e4-eab2-4da9-a806-ed1ec10a8dc1,4,20,t_f4c6bbc3-ee53-40ff-ba3b-9f1edd7765eb,false,true,true,false,0,1,0,0,0,0,false,2,2018-08-26,true,catalog,trackdone,endplay
42_09eb18e4-eab2-4da9-a806-ed1ec10a8dc1,5,20,t_8b9ad554-54bb-47ec-9868-45be0cb33616,false,false,false,true,1,1,0,0,0,0,false,2,2018-08-26,true,catalog,clickrow,trackdone
42_09eb18e4-eab2-4da9-a806-ed1ec10a8dc1,6,20,t_2124672e-4a34-4c7a-96cb-4cf8224ba717,false,false,false,true,0,1,0,0,0,0,false,2,2018-08-26,true,catalog,trackdone,trackdone
42_09eb18e4-eab2-4da9-a806-ed1ec10a8dc1,7,20,t_4b22a4f9-798e-41e5-89fa-be296afcdbba,false,false,false,true,0,1,0,0,0,0,false,3,2018-08-26,true,catalog,trackdone,trackdone
42_09eb18e4-eab2-4da9-a806-ed1ec10a8dc1,8,20,t_a3773a04-76db-4730-ad87-23c56c3cd358,false,true,true,false,0,1,0,0,0,0,false,3,2018-08-26,true,catalog,trackdone,fwdbtn
42_09eb18e4-eab2-4da9-a806-ed1ec10a8dc1,9,20,t_9fa6ce19-b469-4df6-a6da-c1b6daa72f43,false,false,false,true,0,1,0,0,0,0,false,3,2018-08-26,true,catalog,fwdbtn,trackdone
42_09eb18e4-eab2-4da9-a806-ed1ec10a8dc1,10,20,t_a2e97832-59f2-4f71-806e-bdacf8f154c1,false,false,false,true,0,1,0,0,0,0,false,3,2018-08-26,true,catalog,trackdone,trackdone
42_09eb18e4-eab2-4da9-a806-ed1ec10a8dc1,11,20,t_24df6d5e-9f44-4222-bd5f-23ad933d3d47,false,false,false,true,0,1,0,0,0,0,false,3,2018-08-26,true,catalog,trackdone,trackdone
42_09eb18e4-eab2-4da9-a806-ed1ec10a8dc1,12,20,t_d2f2b3f6-4ab8-4ae9-8896-804ec7667209,false,false,false,true,0,1,0,0,0,0,false,3,2018-08-26,true,catalog,trackdone,trackdone
42_09eb18e4-eab2-4da9-a806-ed1ec10a8dc1,13,20,t_3bc4c89f-c964-4c93-be37-07f336bf6c90,false,false,false,true,0,1,0,0,0,0,false,3,2018-08-26,true,catalog,trackdone,trackdone
42_09eb18e4-eab2-4da9-a806-ed1ec10a8dc1,14,20,t_c605c5b7-6d15-4de6-b4af-400c9b8620b6,false,false,false,true,0,1,0,0,0,0,false,3,2018-08-26,true,catalog,trackdone,trackdone
42_09eb18e4-eab2-4da9-a806-ed1ec10a8dc1,15,20,t_ea53ad05-8779-4372-b8e5-378d4e9918dc,false,false,false,true,1,1,0,0,0,0,false,3,2018-08-26,true,radio,clickrow,trackdone
42_09eb18e4-eab2-4da9-a806-ed1ec10a8dc1,16,20,t_145d773f-c485-4e92-9197-6ef4df511e97,false,false,false,true,0,1,0,0,0,0,false,3,2018-08-26,true,radio,trackdone,trackdone
42_09eb18e4-eab2-4da9-a806-ed1ec10a8dc1,17,20,t_dc0a17fd-7239-4a9f-b57f-acd26e54f0c0,false,false,false,true,0,1,0,0,0,0,false,3,2018-08-26,true,radio,trackdone,trackdone
42_09eb18e4-eab2-4da9-a806-ed1ec10a8dc1,18,20,t_964d808a-51f1-419d-8e52-500ee8d7a0c5,false,false,false,true,0,1,0,0,0,0,false,3,2018-08-26,true,radio,trackdone,trackdone
42_09eb18e4-eab2-4da9-a806-ed1ec10a8dc1,19,20,t_6e9dee3b-da04-44f3-8dde-4718d41f78cc,false,false,false,true,0,1,0,0,0,0,false,3,2018-08-26,true,radio,trackdone,trackdone
42_09eb18e4-eab2-4da9-a806-ed1ec10a8dc1,20,20,t_b89feadf-536f-4cbf-8fc8-cc3d6e152914,false,false,false,true,0,1,0,0,0,0,false,3,2018-08-26,true,radio,trackdone,trackdone
