session_id,session_position,session_length,track_id_clean,skip_1,skip_2,skip_3,not_skipped,context_switch,no_pause_before_play,short_pause_before_play,long_pause_before_play,hist_user_behavior_n_seekfwd,hist_user_behavior_n_seekback,hist_user_behavior_is_shuffle,hour_of_day,date,premium,context_type,hist_user_behavior_reason_start,hist_user_behavior_reason_end
9_fdc1ed7a-118b-4300-bc1d-0f46a1137e7a,1,20,t_60e3c9ef-0ee9-4f9e-aba8-4b268e3c2ba3,false,false,false,true,0,0,0,0,0,0,true,14,2018-07-24,false,user_collection,trackdone,trackdone
9_fdc1ed7a-118b-4300-bc1d-0f46a1137e7a,2,20,t_d94d6963-42fd-4816-9009-aa012ce1ee42,false,false,false,true,0,1,0,0,0,0,true,14,2018-07-24,false,user_collection,trackdone,trackdone
9_fdc1ed7a-118b-4300-bc1d-0f46a1137e7a,3,20,t_ce6cbaa6-9042-44bf-841e-4d53b15e8a68,false,true,true,false,0,0,1,1,0,0,true,15,2018-07-24,false,user_collection,trackdone,fwdbtn
9_fdc1ed7a-118b-4300-bc1d-0f46a1137e7a,4,20,t_bfe9ae70-8add-43f6-903c-faf793b2d9c1,false,false,false,true,0,1,0,0,0,0,true,15,2018-07-24,false,user_collection,fwdbtn,trackdone
9_fdc1ed7a-118b-4300-bc1d-0f46a1137e7a,5,20,t_6a36c683-2e4f-4160-bf83-a3e26b14d578,false,false,false,true,0,1,0,0,0,0,true,15,2018-07-24,false,user_collection,trackdone,trackdone
9_fdc1ed7a-118b-4300-bc1d-0f46a1137e7a,6,20,t_161fb51a-bc7e-4f40-b1a0-a6e289b14191,false,false,false,true,0,1,0,0,0,0,true,15,2018-07-24,false,user_collection,trackdone,trackdone
9_fdc1ed7a-118b-4300-bc1d-0f46a1137e7a,7,20,t_7607a64a-158a-44cc-83c1-c2ca61a92cd7,false,false,false,true,0,1,0,0,0,0,true,15,2018-07-24,false,user_collection,trackdone,trackdone
9_fdc1ed7a-118b-4300-bc1d-0f46a1137e7a,8,20,t_e6dbaa5a-419a-4b45-a1c1-09867a88f4ec,false,false,true,false,0,0,1,1,0,0,true,15,2018-07-24,false,user_collection,trackdone,fwdbtn
9_fdc1ed7a-118b-4300-bc1d-0f46a1137e7a,9,20,t_ce600660-bdd3-4989-9436-54c7171e8eb9,true,true,true,false,0,1,0,0,0,0,true,15,2018-07-24,false,user_collection,fwdbtn,fwdbtn
9_fdc1ed7a-118b-4300-bc1d-0f46a1137e7a,10,20,t_e5f9e640-e376-444b-97c7-ce144698e5d5,false,false,false,true,0,1,0,0,0,0,true,15,2018-07-24,false,user_collection,fwdbtn,trackdone
9_fdc1ed7a-118b-4300-bc1d-0f46a1137e7a,11,20,t_2fd6279a-06cd-4d5d-9e54-1912f51bb3c3,false,false,false,true,0,1,0,0,0,0,true,15,2018-07-24,false,user_collection,trackdone,trackdone
9_fdc1ed7a-118b-4300-bc1d-0f46a1137e7a,12,20,t_0d9de852-7708-4614-b2c0-23888ac7bea7,false,false,false,true,0,1,0,0,0,0,true,15,2018-07-24,false,user_collection,trackdone,trackdone
9_fdc1ed7a-118b-4300-bc1d-0f46a1137e7a,13,20,t_75e7e164-c6d0-4d6c-bab2-3f3c0306309d,false,false,false,true,0,0,0,1,0,0,true,15,2018-07-24,false,user_collection,trackdone,trackdone
9_fdc1ed7a-118b-4300-bc1d-0f46a1137e7a,14,20,t_5943448a-3ef3-4d60-bf73-3b22ac6e759f,false,false,false,true,0,1,0,0,0,0,true,15,2018-07-24,false,user_collection,trackdone,trackdone
9_fdc1ed7a-118b-4300-bc1d-0f46a1137e7a,15,20,t_508ab67d-dd11-478c-8b45-5c522df5e03d,false,false,false,true,0,1,0,0,0,0,true,15,2018-07-24,false,user_collection,trackdone,trackdone
9_fdc1ed7a-118b-4300-bc1d-0f46a1137e7a,16,20,t_2e6b3753-5b16-4aa2-97f8-c77a81377139,false,false,false,true,0,1,0,0,0,0,true,15,2018-07-24,false,user_collection,trackdone,trackdone
9_fdc1ed7a-118b-4300-bc1d-0f46a1137e7a,17,20,t_45bebb2d-c34b-4392-8154-dbbff399a156,false,false,false,true,0,1,0,0,0,0,true,15,2018-07-24,false,user_collection,trackdone,trackdone
9_fdc1ed7a-118b-4300-bc1d-0f46a1137e7a,18,20,t_e59a76fc-d8b9-41fa-9042-a0c1783b5399,false,false,false,true,0,1,0,0,0,0,true,15,2018-07-24,false,user_collection,trackdone,trackdone
9_fdc1ed7a-118b-4300-bc1d-0f46a1137e7a,19,20,t_d56e1030-956d-4878-9f98-c837c22a0b9d,false,false,false,true,0,0,0,1,0,0,true,15,2018-07-24,false,user_collection,trackdone,trackdone
9_fdc1ed7a-118b-4300-bc1d-0f46a1137e7a,20,20,t_f9e716a4-2403-4c9c-b84e-90e140b40750,false,false,false,true,0,1,0,0,0,0,true,15,2018-07-24,false,user_collection,trackdone,trackdone
